ID,augmentation,question_orig,question_augmented,correct_answer,model_output
267,char_swap,what is this joined?,['whta is htis joined?'],chest and abdomen slide shows opened chest with two hearts,two ovaries
268,char_swap,is this joined chest and abdomen slide shows opened chest with two hearts?,['is thsi joined chets and abdomne slide shows oepned chest wiht two hearts?'],yes,no
269,char_swap,what is present?,['hwat is rpesent?'],siamese twins,female reproductive
270,char_swap,"is moderate-power view of the plaque superimposed on an atherosclerotic plaque with focal disruption of the fibrous cap, triggering fatal myocardial infarction?","['is modreate - power ivew of the plqaue superimposed on an atherosclerotic plaque with ofcal disruption of the ifbrous cap, tirggering aftal myoacrdial infarction?']",no,no
271,char_swap,is siamese twins present?,['is siamees wtins present?'],yes,no
272,char_swap,what shows opened chest with two hearts?,['what shosw opened cehst with two hearst?'],chest and abdomen slide,close-up of chest with two lesions
273,char_swap,what joined chest and abdomen slide shows opened chest with two hearts?,['whta jioned chest and abdoemn slide shows opened chest wiht two hearts?'],this,slide shows opened chest with two hearts
274,char_swap,what is present?,['hwat is rpesent?'],siamese twins,female reproductive
275,char_swap,what does this image show?,['hwat does this imgae show?'],good example of large umbilical hernia,view of face and upper chest
276,char_swap,does this image show good example of large umbilical hernia?,['dose this miage show good xeample of large umbilicla hernia?'],yes,no
277,char_swap,what does this image show?,['waht does tihs image show?'],epithelial component like intestine,lung
278,char_swap,does this image show epithelial component like intestine?,['does this imgae shwo epihtelial component like intestine?'],yes,yes
279,char_swap,what is present?,['hwat is preesnt?'],sacrococcygeal teratoma,gastrointestinal
280,char_swap,is sacrococcygeal teratoma present?,['is sacrococcygeal teratoam preesnt?'],yes,no
281,char_swap,what did the cross-section of aortic media from a patient with marfan syndrome show?,['what did the cross - sectino of aortic mdeia frmo a patient with marafn sydnrome shwo?'],marked elastin fragmentation and areas devoid of elastin that resemble cystic spaces,a characteristic wavy pattern
282,char_swap,what is present?,['whta is presetn?'],sacrococcygeal teratoma,gastrointestinal
283,char_swap,what does this image show?,['what does thsi iamge show?'],hyaline membrane disease,face
284,char_swap,does this image show hyaline membrane disease?,['does this image hsow hyaline membraen disesae?'],yes,yes
285,char_swap,does carcinoma show hyaline membrane disease?,['does cacrinoma shwo hyaline membrane diesase?'],no,no
286,char_swap,what does this image show?,['what deos tihs image show?'],hyaline membrane disease,view of face with open mouth and fixed eyes
287,char_swap,does this image show hyaline membrane disease?,['does this image show hyalien membrnae dsiease?'],yes,yes
288,char_swap,does spina bifida show hyaline membrane disease?,['does spina bifida sohw hayline membrane diesase?'],no,yes
289,char_swap,what does this image show?,['what does this miage hsow?'],hyaline membrane disease,view of face
290,char_swap,does this image show hyaline membrane disease?,['dose htis image show hayline membrane disease?'],yes,yes
291,char_swap,does peritoneal fluid show hyaline membrane disease?,['does peritnoeal fluid shwo hylaine membrane disease?'],no,no
292,char_swap,did the cross-section of aortic media from a patient with marfan syndrome show marked elastin fragmentation and areas devoid of elastin that resemble cystic spaces?,['did the cross - section of aoritc media from a aptient with mrafan syndrome show marked ealstin fragmenattion and aresa edvoid of elsatin thta resemble cystic spaces?'],yes,yes
293,char_swap,what does this image show?,['what dose thsi image show?'],excised breast good example,skin
294,char_swap,does this image show excised breast good example?,['does htis image show xecised breats good example?'],yes,yes
295,char_swap,does macerated stillborn show excised breast good example?,['deos macerated stillborn sohw xecised breast good example?'],no,no
296,char_swap,what is present?,['waht is prseent?'],pagets disease,skin
297,char_swap,is pagets disease present?,['is pagets disesae rpesent?'],yes,no
298,char_swap,is hours present?,['is housr rpesent?'],no,no
299,char_swap,where is this area in the body?,['where is htis raea in the boyd?'],breast,in the picture
300,char_swap,what is present?,['hwat is rpesent?'],pagets disease,skin
301,char_swap,what does this image show?,['what does tihs imaeg show?'],breast,lung
302,char_swap,"does this image show breast, fibroadenoma?","['dose this imgae show berast, fibroadenoma?']",yes,no
303,char_swap,did wilms tumor with tightly packed blue cells consistent with the blastemal component and show marked elastin fragmentation and areas devoid of elastin that resemble cystic spaces asterisks?,['did wilms tumor with tgihtly pcaked bleu eclls consistent with the blastmeal component and show amrked elastin framgentation and raeas devoid of elastin taht resemble cystic spaces asterisks?'],no,no
304,char_swap,"does all the fat necrosis show breast, fibroadenoma?","['deos all the fat necrosis sohw breast, fbiroadenoma?']",no,no
305,char_swap,where is this area in the body?,['hwere is htis arae in the body?'],breast,abdomen
306,char_swap,what does this image show?,['hwat does this miage show?'],breast,lung
307,char_swap,"does this image show breast, fibroadenoma?","['does thsi image sohw berast, fibroadenoma?']",yes,no
308,char_swap,"does carcinomatosis endometrium primary show breast, fibroadenoma?","['does carcinomtaosis endometruim primary show breast, fibroadenoam?']",no,no
309,char_swap,where is this area in the body?,['wheer is thsi area in the bdoy?'],breast,abdomen
310,char_swap,what does this image show?,['what deos this imgae show?'],atrophic lobules and normal connective tissue,good depiction of collagen separation
311,char_swap,does this image show atrophic lobules and normal connective tissue?,['odes this image show tarophic lobulse and normal connective tissue?'],yes,yes
312,char_swap,does macerated stillborn show atrophic lobules and normal connective tissue?,['odes macreated stlilborn show atorphic lobules and normal connective tissue?'],no,no
313,char_swap,what is present?,['hwat is prseent?'],breast,no
314,char_swap,what shows marked elastin fragmentation and areas devoid of elastin that resemble cystic spaces (asterisks)?,['whta shwos marked elastin fragmentation and areas dveoid of elastin taht resmeble cystic spcaes (asterisks )?'],cross-section of aortic media from a patient with marfan syndrome,a section of the liver
315,char_swap,is breast present?,['is bresat presetn?'],yes,no
316,char_swap,is acute lymphocytic leukemia present?,['is acuet lymphocytic elukemia present?'],no,no
317,char_swap,what is present?,['hwat is rpesent?'],atrophy,no
318,char_swap,is atrophy present?,['is tarophy presetn?'],yes,no
319,char_swap,is anencephaly present?,['is anenecphaly presetn?'],no,no
320,char_swap,where is this area in the body?,['hwere is htis area in the bdoy?'],breast,abdomen
321,char_swap,what is present?,['waht is preesnt?'],breast,female reproductive
322,char_swap,what is present?,['hwat is presnet?'],atrophy,female reproductive
323,char_swap,what does this image show?,['what odes this imgae show?'],good example of poorly differentiated infiltrating ductal carcinoma,good depiction of tumor
324,char_swap,does this image show good example of poorly differentiated infiltrating ductal carcinoma?,['odes this image shwo good examlpe of poorly differentiated infiltrating ductal carcnioma?'],yes,no
325,char_swap,what is associated with mononuclear infiltrates and giant cells?,['what is associated wiht mononuclera infiltrates and igant cells?'],destruction and fibrosis of the arterial media,a prominent inflammatory reaction
326,char_swap,does cachexia show good example of poorly differentiated infiltrating ductal carcinoma?,['does cachexai show good exmaple of pooryl dfiferentiated infiltrating ductal carcinoma?'],no,no
327,char_swap,what is present?,['hwat is preesnt?'],breast,no
328,char_swap,is breast present?,['is berast presetn?'],yes,no
329,char_swap,is typical tuberculous exudate present?,['is typical tuberculous exduate prseent?'],no,no
330,char_swap,where is this area in the body?,['where is htis arae in the boyd?'],breast,this image is not a good example
331,char_swap,what differentiated infiltrating ductal carcinoma?,['hwat differentiated infiltrating dcutal carcinoma?'],good example of poorly,good photo
332,char_swap,what is good example of poorly differentiated?,['whta is ogod example of poorly differentiated?'],infiltrating ductal carcinoma,this
333,char_swap,what is present?,['whta is preesnt?'],breast,good photo
334,char_swap,how is good example of poorly differentiated infiltrating carcinoma?,['how is good xeample of oporly dfiferentiated infiltrating carcinoma?'],ductal,this
335,char_swap,what does this image show?,['what does this miage shwo?'],coronary artery atherosclerosis diagram,coronary artery disease
336,char_swap,is the surrounding lung edematous and congested?,['is the surrounding lugn deematous and congseted?'],yes,yes
337,char_swap,what is histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated with?,['what is histologci appearance in cative takayasu aotritis illustrating desturction and fibrosis of the arterial media associaetd iwth?'],mononuclear infiltrates and giant cells,vasculitis
338,char_swap,does this image show coronary artery atherosclerosis diagram?,['dose this image shwo coornary artery atherosclerosis diagram?'],yes,yes
339,char_swap,does pus in test tube show coronary artery atherosclerosis diagram?,['does pus in etst utbe hsow coronary artery atherosclreosis diagram?'],no,no
340,char_swap,what is present?,['waht is rpesent?'],cardiovascular,coronary artery disease
341,char_swap,is cardiovascular present?,['is cardiovascualr presnet?'],yes,yes
342,char_swap,is carcinomatosis present?,['is carcinomatossi presetn?'],no,no
343,char_swap,where is this area in the body?,['whree is thsi arae in the body?'],heart,heart
344,char_swap,what is present?,['hwat is presetn?'],cardiovascular,no
345,char_swap,what is present?,['hwat is prseent?'],cardiovascular,cardiovascular
346,char_swap,is cardiovascular present?,['is cardiovasuclar presetn?'],yes,yes
347,char_swap,is peritoneum present?,['is preitoneum presetn?'],no,no
348,char_swap,how is histologic appearance in active takayasu aortitis illustrating destruction and fibrosis of the arterial media associated?,['how is histoloigc appearanec in active takayaus aortitis illustrating desrtuction and ifbrosis of the aretrial media associated?'],with mononuclear infiltrates,with inflammatory cell infiltration
349,char_swap,what is present?,['whta is presetn?'],amyloidosis,cardiovascular
350,char_swap,is amyloidosis present?,['is amyolidosis rpesent?'],yes,no
351,char_swap,is cachexia present?,['is acchexia presnet?'],no,no
352,char_swap,where is this area in the body?,['wehre is this raea in the bdoy?'],heart,in the abdomen
353,char_swap,what is present?,['whta is presnet?'],cardiovascular,cardiovascular
354,char_swap,what is present?,['hwat is presnet?'],amyloidosis,no
355,char_swap,what does this image show?,['whta does thsi image show?'],continuous type,vasculitis
356,char_swap,does this image show continuous type?,['dose this imaeg show cotninuous type?'],yes,no
