"ID","model_dir","question","correct_answer","model_output"
"386","checkpoint-1000","does this image show gout?","yes","yes"
"387","checkpoint-1000","does this fixed tissue show ureteral stricture?","no","yes"
"388","checkpoint-1000","what is present?","cardiovascular","gastrointestinal"
"389","checkpoint-1000","does the necrosed area on right side of the field show a cystic space containing cell debris, while the surrounding zone shows granulation tissue and gliosis?","yes","yes"
"390","checkpoint-1000","what is seen in pemphigus vulgaris?","a typical blister","oral mucosa"
"391","checkpoint-1000","what does this image show?","sagittal section of atlas vertebra and occipital bone foramen magnum stenosis case 31","bone, fracture, tibia"
"392","checkpoint-1000","what is present?","cardiovascular","lung"
"393","checkpoint-1000","does yo show renal papillary necrosis, diabetes mellitus dm?","no","yes"
"394","checkpoint-1000","does this image show colon biopsy, cryptosporidia?","yes","yes"
"395","checkpoint-1000","does this image show brain abscess?","yes","yes"
"396","checkpoint-1000","does this image show cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma?","yes","yes"
"397","checkpoint-1000","what does this image show?","heart","heart"
"398","checkpoint-1000","what is present?","esophagus","lung"
"399","checkpoint-1000","does this image show nice new bone formation tumor difficult to see?","yes","yes"
"400","checkpoint-1000","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"401","checkpoint-1000","is hematologic present?","yes","yes"
"402","checkpoint-1000","is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?","no","yes"
"403","checkpoint-1000","is oral present?","yes","yes"
"404","checkpoint-1000","does this image show uterus, leiomyoma?","yes","yes"
"405","checkpoint-1000","is lower chest and abdomen anterior present?","no","no"
"406","checkpoint-1000","what does this image show?","kidney","heart"
"407","checkpoint-1000","when does this image show a photo taken?","during life large lesion","post-section"
"408","checkpoint-1000","is hepatobiliary present?","yes","yes"
"409","checkpoint-1000","what is present?","lip","face"
"410","checkpoint-1000","what does this image show?","typical cells","brain"
"411","checkpoint-1000","is metastatic neuroblastoma present?","yes","yes"
"412","checkpoint-1000","is oral present?","yes","yes"
"413","checkpoint-1000","what is present?","larynx","pituitary"
"414","checkpoint-1000","does example show kidney transplant rejection?","no","yes"
"415","checkpoint-1000","is alpha smooth muscle actin immunohistochemical present?","no","no"
"416","checkpoint-1000","what is present?","fracture","brain"
"417","checkpoint-1000","does pituitary show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"418","checkpoint-1000","is subdiaphragmatic abscess present?","no","no"
"419","checkpoint-1000","is hematologic present?","yes","yes"
"420","checkpoint-1000","what does this image show?","spinal cord injury due to vertebral column trauma","brain"
"421","checkpoint-1000","is gastrointestinal present?","yes","yes"
"422","checkpoint-1000","is lymph node present?","yes","yes"
"423","checkpoint-1000","what does this image show?","lungs","heart"
"424","checkpoint-1000","is peritoneum present?","yes","no"
"425","checkpoint-1000","what does this image show?","chagas disease","glomerular basement membrane"
"426","checkpoint-1000","what is present?","cardiovascular","heart"
"427","checkpoint-1000","what is present?","vasculature","lung"
"428","checkpoint-1000","what is present?","bone, calvarium","heart"
"429","checkpoint-1000","what does this image show?","thromboembolus from leg veins in pulmonary artery","gastrointestinal"
"430","checkpoint-1000","what is present?","liver","liver"
"431","checkpoint-1000","is cardiovascular present?","yes","yes"
"432","checkpoint-1000","what is present?","hematologic","liver"
"433","checkpoint-1000","what is present?","hematologic","liver"
"434","checkpoint-1000","is odontoid process subluxation with narrowing of foramen magnum present?","no","yes"
"435","checkpoint-1000","how does the upper dermis show a band-like mononuclear infiltrate?","with a sharply-demarcated lower border","with a few multinucleate giant cells"
"436","checkpoint-1000","how is nodular parenchyma and dense intervening tumor tissue very?","good","with large tumor"
"437","checkpoint-1000","what shown very thin skull eggshell type?","fracture line","skull"
"438","checkpoint-1000","does excellent example show osteoblastoma?","no","yes"
"439","checkpoint-1000","does this image show uterus, fallopian tubes, ovaries ; normal?","yes","yes"
"440","checkpoint-1000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","vasculature"
"441","checkpoint-1000","is adrenal present?","yes","yes"
"442","checkpoint-1000","is female reproductive present?","yes","yes"
"443","checkpoint-1000","what was reticulum cell sarcoma?","diagnosis","lymphoma"
"444","checkpoint-1000","is hand present?","yes","yes"
"445","checkpoint-1000","what is present?","hepatobiliary","liver"
"446","checkpoint-1000","is hours present?","no","yes"
"447","checkpoint-1000","is liver present?","yes","yes"
"448","checkpoint-1000","what does this image show?","lung","brain"
"449","checkpoint-1000","is cardiovascular present?","yes","yes"
"450","checkpoint-1000","what is present?","hepatobiliary","lymphoma"
"451","checkpoint-1000","are normal non-activated platelet, having open canalicular system and the cytoplasmic organelles bizarre atypical squamous cells but the border between the epidermis and dermis is intact ie?","no","no obvious changes"
"452","checkpoint-1000","what is present?","endocrine","thyroid"
"453","checkpoint-1000","do this stain?","no","iron stain"
"454","checkpoint-1000","what is present?","liver","lymphoma"
"455","checkpoint-1000","where is this?","oral","oral"
"456","checkpoint-1000","what is present?","cardiovascular","heart"
"457","checkpoint-1000","are the centres of whorls of smooth muscle and connective tissue formed again?","no","the nuclei"
"458","checkpoint-1000","what does this image show?","brain","brain"
"459","checkpoint-1000","what shows opened chest with two hearts?","chest and abdomen slide","heart"
"460","checkpoint-1000","is malignant thymoma present?","yes","yes"
"461","checkpoint-1000","does this image show brain, encephalomalacia?","yes","yes"
"462","checkpoint-1000","does lateral view show squamous cell carcinoma, lip?","no","yes"
"463","checkpoint-1000","is hemorrhage associated with placental abruption present?","no","no"
"464","checkpoint-1000","what is present?","abdomen","adenocarcinoma"
"465","checkpoint-1000","is this fixed tissue present?","no","yes"
"466","checkpoint-1000","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"467","checkpoint-1000","is chromophobe adenoma present?","yes","yes"
"468","checkpoint-1000","does this image show body with extensive ecchymoses and desquamation?","yes","yes"
"469","checkpoint-1000","is nervous present?","yes","yes"
"470","checkpoint-1000","is no tissue recognizable as ovary present?","no","yes"
"471","checkpoint-1000","is subacute endocarditis intact?","no","yes"
"472","checkpoint-1000","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","yes"
"473","checkpoint-1000","does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?","yes","yes"
"474","checkpoint-1000","what is present?","uterus","breast"
"475","checkpoint-1000","what does this image show?","rabies","brain"
"476","checkpoint-1000","is this good yellow color slide present?","no","yes"
"477","checkpoint-1000","does acute rheumatic mitral valvulitis result for the all shown in the figure?","no","yes"
"478","checkpoint-1000","is abdomen present?","yes","yes"
"479","checkpoint-1000","is liver present?","yes","yes"
"480","checkpoint-1000","what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?","histopathologic features of condyloma acuminatum","squamous metaplasia"
"481","checkpoint-1000","where does this belong to?","endocrine system","endocrine"
"482","checkpoint-1000","what does this image show?","chronic osteomyelitis","oral"
"483","checkpoint-1000","is mesothelioma present?","no","yes"
"484","checkpoint-1000","are various types of epithelial cells seen in normal pap smear?","yes","yes"
"485","checkpoint-1000","what is present?","sarcoidosis","brain"
"486","checkpoint-1000","what does this image show?","lung","urinary"
"487","checkpoint-1000","is thymus present?","no","yes"
"488","checkpoint-1000","does this image show normal lung?","yes","yes"
"489","checkpoint-1000","does this image show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?","yes","yes"
"490","checkpoint-1000","is cardiovascular present?","yes","yes"
"491","checkpoint-1000","what is present?","metastatic carcinoma","pancreas"
"492","checkpoint-1000","does mycobacterium avium infection in a duodenal biopsy from a patient with aids show central granular caseation surrounded by epithelioid and multinucleate giant cells?","no","yes"
"493","checkpoint-1000","where is this?","skin","body"
"494","checkpoint-1000","does the margin of the colony show bright fibres of silica?","no","no"
"495","checkpoint-1000","is cardiovascular present?","yes","yes"
"496","checkpoint-1000","is rocky mountain present?","no","yes"
"497","checkpoint-1000","what is present?","oral","esophagus"
"498","checkpoint-1000","is spleen present?","yes","yes"
"499","checkpoint-1000","what does this image show?","shows lesion quite well in opened larynx","pituitary"
"500","checkpoint-1000","does lesion show pancreatic fat necrosis?","no","yes"
"501","checkpoint-1000","what does this image show?","nodes at tail of pancreas massively replaced by metastatic lung carcinoma","pituitary"
"502","checkpoint-1000","is endocervical polyp present?","no","yes"
"503","checkpoint-1000","is metastatic lung carcinoma present?","no","yes"
"504","checkpoint-1000","what does this image show?","fibrocaseous mass of tissue","adenocarcinoma"
"505","checkpoint-1000","what does this image show?","tetracycline induced discoloration","tooth, caries"
