"ID","model_dir","question","correct_answer","model_output"
"375","checkpoint-1000","what is cut surface with multiple small infiltrates that simulate granulomata diagnosed?","as reticulum cell sarcoma","spleen"
"376","checkpoint-1000","what does this image show?","spleen","sectioned liver with cirrhosis and hepatocellular carcinoma"
"377","checkpoint-1000","is a mallory-denk body hemorrhagic?","no","no"
"378","checkpoint-1000","what is present?","acute myelogenous leukemia","blood, granulocytes"
"379","checkpoint-1000","where is this?","urinary","abdomen"
"380","checkpoint-1000","what is present?","endocrine","liver"
"381","checkpoint-1000","what does the skin surface on the sole of the foot show?","a fungating and ulcerated growth","extensive ulceration and necrosis"
"382","checkpoint-1000","does this image show ductopenia?","yes","yes"
"383","checkpoint-1000","are normal media for comparison separated by edema fluid?","no","no"
"384","checkpoint-1000","what is present?","odontoid process subluxation with narrowing of foramen magnum","brain"
"385","checkpoint-1000","what is present?","basilar skull fracture","brain"
"386","checkpoint-1000","does this image show gout?","yes","yes"
"387","checkpoint-1000","does this fixed tissue show ureteral stricture?","no","yes"
"388","checkpoint-1000","what is present?","cardiovascular","gastrointestinal"
"389","checkpoint-1000","does the necrosed area on right side of the field show a cystic space containing cell debris, while the surrounding zone shows granulation tissue and gliosis?","yes","yes"
"390","checkpoint-1000","what is seen in pemphigus vulgaris?","a typical blister","skin lesion"
"391","checkpoint-1000","what does this image show?","sagittal section of atlas vertebra and occipital bone foramen magnum stenosis case 31","close-up view of cut surface of skull with large osteolytic lesion"
"392","checkpoint-1000","what is present?","cardiovascular","lymph node"
"393","checkpoint-1000","does yo show renal papillary necrosis, diabetes mellitus dm?","no","no"
"394","checkpoint-1000","does this image show colon biopsy, cryptosporidia?","yes","yes"
"395","checkpoint-1000","does this image show brain abscess?","yes","yes"
"396","checkpoint-1000","does this image show cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma?","yes","yes"
"397","checkpoint-1000","what does this image show?","heart","opened uterus with myoma"
"398","checkpoint-1000","what is present?","esophagus","oral"
"399","checkpoint-1000","does this image show nice new bone formation tumor difficult to see?","yes","yes"
"400","checkpoint-1000","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"401","checkpoint-1000","is hematologic present?","yes","yes"
"402","checkpoint-1000","is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?","no","no"
"403","checkpoint-1000","is oral present?","yes","yes"
"404","checkpoint-1000","does this image show uterus, leiomyoma?","yes","yes"
"405","checkpoint-1000","is lower chest and abdomen anterior present?","no","no"
"406","checkpoint-1000","what does this image show?","kidney","opened uterus with large myoma"
"407","checkpoint-1000","when does this image show a photo taken?","during life large lesion","after birth"
"408","checkpoint-1000","is hepatobiliary present?","yes","yes"
"409","checkpoint-1000","what is present?","lip","face, mouth, tongue, larynx, pharynx, esophagus, trachea, esophagus, larynx, pharynx, esophagus, trachea, esophagus, larynx, pharynx, esophagus, trachea, esophagus, larynx, pharynx, esophagus, trachea, esophagus, larynx, pharynx, esophagus, trachea, esophagus, larynx, pharynx, esophagus, trachea, esophagus, larynx, pharynx, esophagus, trachea, esophagus, larynx, pharynx, esophagus, trachea, esophagus, larynx, pharynx, esophagus"
"410","checkpoint-1000","what does this image show?","typical cells","lymph node"
"411","checkpoint-1000","is metastatic neuroblastoma present?","yes","yes"
"412","checkpoint-1000","is oral present?","yes","yes"
"413","checkpoint-1000","what is present?","larynx","oral"
"414","checkpoint-1000","does example show kidney transplant rejection?","no","no"
"415","checkpoint-1000","is alpha smooth muscle actin immunohistochemical present?","no","no"
"416","checkpoint-1000","what is present?","fracture","brain, meninges, hemorrhage"
"417","checkpoint-1000","does pituitary show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"418","checkpoint-1000","is subdiaphragmatic abscess present?","no","no"
"419","checkpoint-1000","is hematologic present?","yes","yes"
"420","checkpoint-1000","what does this image show?","spinal cord injury due to vertebral column trauma","brain, meningioma"
"421","checkpoint-1000","is gastrointestinal present?","yes","yes"
"422","checkpoint-1000","is lymph node present?","yes","yes"
"423","checkpoint-1000","what does this image show?","lungs","lung, pulmonary edema"
"424","checkpoint-1000","is peritoneum present?","yes","no"
"425","checkpoint-1000","what does this image show?","chagas disease","kidney"
"426","checkpoint-1000","what is present?","cardiovascular","heart, atherosclerosis"
"427","checkpoint-1000","what is present?","vasculature","lymph node"
"428","checkpoint-1000","what is present?","bone, calvarium","heart, atherosclerosis"
"429","checkpoint-1000","what does this image show?","thromboembolus from leg veins in pulmonary artery","colon, adenocarcinoma"
"430","checkpoint-1000","what is present?","liver","liver"
"431","checkpoint-1000","is cardiovascular present?","yes","yes"
"432","checkpoint-1000","what is present?","hematologic","kidney"
"433","checkpoint-1000","what is present?","hematologic","liver"
"434","checkpoint-1000","is odontoid process subluxation with narrowing of foramen magnum present?","no","yes"
"435","checkpoint-1000","how does the upper dermis show a band-like mononuclear infiltrate?","with a sharply-demarcated lower border","with a few neutrophils and eosinophils"
"436","checkpoint-1000","how is nodular parenchyma and dense intervening tumor tissue very?","good","with tumor in mesentery"
"437","checkpoint-1000","what shown very thin skull eggshell type?","fracture line","brain"
"438","checkpoint-1000","does excellent example show osteoblastoma?","no","no"
"439","checkpoint-1000","does this image show uterus, fallopian tubes, ovaries ; normal?","yes","yes"
"440","checkpoint-1000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","vasculature"
"441","checkpoint-1000","is adrenal present?","yes","yes"
"442","checkpoint-1000","is female reproductive present?","yes","yes"
"443","checkpoint-1000","what was reticulum cell sarcoma?","diagnosis","liver"
"444","checkpoint-1000","is hand present?","yes","yes"
"445","checkpoint-1000","what is present?","hepatobiliary","liver"
"446","checkpoint-1000","is hours present?","no","no"
"447","checkpoint-1000","is liver present?","yes","yes"
"448","checkpoint-1000","what does this image show?","lung","lung fibrosis"
"449","checkpoint-1000","is cardiovascular present?","yes","yes"
"450","checkpoint-1000","what is present?","hepatobiliary","lung"
"451","checkpoint-1000","are normal non-activated platelet, having open canalicular system and the cytoplasmic organelles bizarre atypical squamous cells but the border between the epidermis and dermis is intact ie?","no","no obvious changes"
"452","checkpoint-1000","what is present?","endocrine","thyroid"
"453","checkpoint-1000","do this stain?","no","yes"
"454","checkpoint-1000","what is present?","liver","lymph node"
"455","checkpoint-1000","where is this?","oral","oral"
"456","checkpoint-1000","what is present?","cardiovascular","heart"
"457","checkpoint-1000","are the centres of whorls of smooth muscle and connective tissue formed again?","no","yes"
"458","checkpoint-1000","what does this image show?","brain","brain with tumor"
"459","checkpoint-1000","what shows opened chest with two hearts?","chest and abdomen slide","heart opened with scalpel"
"460","checkpoint-1000","is malignant thymoma present?","yes","yes"
"461","checkpoint-1000","does this image show brain, encephalomalacia?","yes","yes"
"462","checkpoint-1000","does lateral view show squamous cell carcinoma, lip?","no","yes"
"463","checkpoint-1000","is hemorrhage associated with placental abruption present?","no","no"
"464","checkpoint-1000","what is present?","abdomen","opened colon with large tumor"
"465","checkpoint-1000","is this fixed tissue present?","no","yes"
"466","checkpoint-1000","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"467","checkpoint-1000","is chromophobe adenoma present?","yes","no"
"468","checkpoint-1000","does this image show body with extensive ecchymoses and desquamation?","yes","yes"
"469","checkpoint-1000","is nervous present?","yes","yes"
"470","checkpoint-1000","is no tissue recognizable as ovary present?","no","yes"
"471","checkpoint-1000","is subacute endocarditis intact?","no","yes"
"472","checkpoint-1000","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","yes"
"473","checkpoint-1000","does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?","yes","yes"
"474","checkpoint-1000","what is present?","uterus","female reproductive system"
"475","checkpoint-1000","what does this image show?","rabies","brain, infarct"
"476","checkpoint-1000","is this good yellow color slide present?","no","no"
"477","checkpoint-1000","does acute rheumatic mitral valvulitis result for the all shown in the figure?","no","yes"
"478","checkpoint-1000","is abdomen present?","yes","yes"
"479","checkpoint-1000","is liver present?","yes","yes"
"480","checkpoint-1000","what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?","histopathologic features of condyloma acuminatum","epidermal changes"
"481","checkpoint-1000","where does this belong to?","endocrine system","endocrine system"
"482","checkpoint-1000","what does this image show?","chronic osteomyelitis","oral cavity with large lesion in the floor of the mouth"
"483","checkpoint-1000","is mesothelioma present?","no","no"
"484","checkpoint-1000","are various types of epithelial cells seen in normal pap smear?","yes","yes"
