ID,question,correct_answer,model_output
444,is peritoneum present?,no,no
445,where is this?,heart,heart
446,what is present?,cardiovascular,extensive vascular network
447,is numerous friable mural thrombi edematous and congested?,no,yes
448,is the lumen occluded by thrombus containing a sterile abscess?,yes,no
449,what does this image show?,normal tricuspid valve,heart tissue
450,does this image show normal tricuspid valve?,yes,no
451,does myocardium show normal tricuspid valve?,no,no
452,what is present?,cardiovascular,"heart tissue
vessels
red coloration"
453,is cardiovascular present?,yes,yes
454,is capillary present?,no,yes
455,where is this?,heart,heart
456,what is present?,cardiovascular,"heart tissue
vessels
red coloration"
457,does this image show normal cardiovascular?,yes,no
458,does fat necrosis show normal cardiovascular?,no,yes
459,"are large, flat cells with small nuclei occluded by thrombus containing a sterile abscess?",no,no
460,where is this?,heart,heart
461,what does this image show?,heart,tissue mass
462,"does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?",yes,"heart
myocardial infarction
surgery to repair interventricular septum rupture"
463,"does notochord show heart, myocardial infarction, surgery to repair interventricular septum rupture?",no,no
464,what is present?,cardiovascular,white mass
465,is cardiovascular present?,yes,no
466,is polycystic disease present?,no,no
467,where is this?,heart,brain
468,what is present?,cardiovascular,white mass
469,what does this image show?,heart,brain tissue with lesions
470,what is on the lower right in this apical four-chamber view of the heart?,left ventricle,dark discoloration
471,"does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?",yes,no
472,"does beckwith-wiedemann syndrome show heart, myocardial infarction, surgery to repair interventricular septum rupture?",no,no
473,what is present?,cardiovascular,"brain tissue
white lesion
dark discoloration
surgical sutures"
474,is cardiovascular present?,yes,no
475,is carcinomatosis present?,no,yes
476,where is this?,heart,brain
477,what is present?,cardiovascular,"brain tissue
white lesion
dark discoloration
surgical sutures"
478,what does this image show?,heart,tissue section
479,"does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?",yes,"heart
myocardial infarction
surgery to repair interventricular septum rupture"
480,"does side show heart, myocardial infarction, surgery to repair interventricular septum rupture?",no,no
481,where is the left ventricle in this apical four-chamber view of the heart?,on the lower right,right side
482,what is present?,cardiovascular,"tissue fragments
dark brown tissue
pale tissue
pink tissue
irregular surface
dark discoloration"
483,is cardiovascular present?,yes,no
484,is myocardium present?,no,no
485,where is this?,heart,stomach
486,what is present?,cardiovascular,"tissue fragments
dark brown tissue
pale tissue
pink tissue
irregular surface
dark discoloration"
487,what does this image show?,pericarditis,neoplastic tissue
488,"does this image show pericarditis, secondary to mediastanitis from pseudomonas and enterobacter 14 days post op?",yes,no
489,"does atrophy show pericarditis, secondary to mediastanitis from pseudomonas and enterobacter 14 days post op?",no,no
490,what is present?,cardiovascular,irregular mass
491,is cardiovascular present?,yes,no
492,is the left ventricle on the lower right in this apical four-chamber view of the heart?,yes,yes
493,is metastatic carcinoma present?,no,no
494,where is this?,heart,tissue mass
495,what is present?,cardiovascular,irregular mass
496,what does this image show?,prosthetic mitral valve,prosthetic valve
497,"does this image show prosthetic mitral valve, carpentier-edwards valve bovine pericardial bioprosthesis?",yes,prosthetic mitral valve
498,"does fibrinous peritonitis show prosthetic mitral valve, carpentier-edwards valve bovine pericardial bioprosthesis?",no,prosthetic mitral valve
499,what is present?,cardiovascular,prosthetic valve
500,is cardiovascular present?,yes,yes
501,is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no,smooth muscle cell with lipid in sarcoplasm and lipid present
502,where is this?,heart,cardiac valve
503,is plaque rupture without on the lower right in this apical four-chamber view of the heart?,no,yes
504,what is present?,cardiovascular,prosthetic valve
505,what does this image show?,heart,cardiac tissue with extensive fibrosis
506,does this image show heart?,yes,yes
507,what is present?,cardiovascular,"extensive myocardial fibrosis
irregular myocardial texture
yellowish discoloration"
508,is cardiovascular present?,yes,yes
509,is aorta present?,no,no
510,where is this?,heart,heart tissue
511,what is present?,cardiovascular,"extensive myocardial fibrosis
irregular myocardial texture
yellowish discoloration"
512,what does this image show?,atherosclerosis,multiple tissue sections
513,does this image show atherosclerosis?,yes,yes
514,what is due to enzyme leakage after cell death?,the absence of staining,haemolysis
515,does marfans syndrome show atherosclerosis?,no,no
516,what is present?,cardiovascular,multiple small brown fragments
517,is cardiovascular present?,yes,yes
518,is natural color present?,no,yes
519,what is present?,vasculature,multiple small brown fragments
520,is vasculature present?,yes,yes
521,is beckwith-wiedemann syndrome present?,no,no
522,where is this?,vasculature,larynx
523,what left anterior descending coronary artery?,atherosclerosis,l ad
524,what is atherosclerosis left?,anterior descending coronary artery,calcified plaques
525,what is the absence of staining due to?,enzyme leakage after cell death,necrosis
526,what is present?,cardiovascular,multiple small brown fragments
527,what is present?,vasculature,multiple small brown fragments
528,how is atherosclerosis left anterior descending artery?,coronary,sections
529,what does this image show?,heart,a large mass
530,"does this image show heart, recent coronary artery bypass graft?",yes,heart
531,"does myocardium show heart, recent coronary artery bypass graft?",no,no
532,what is present?,cardiovascular,pinkish tissue with a central vessel
533,is cardiovascular present?,yes,no
534,is surface present?,no,yes
535,where is this?,heart,heart
536,is the absence of staining due to enzyme leakage after cell death?,yes,yellow discoloration
537,what is present?,cardiovascular,pinkish tissue with a central vessel
538,what does this image show?,ruptured saccular aneurysm right middle cerebral artery,branching vascular tissue
539,does this image show ruptured saccular aneurysm right middle cerebral artery?,yes,yes
540,does fibrinous peritonitis show ruptured saccular aneurysm right middle cerebral artery?,no,no
541,what is present?,cardiovascular,branching vascular tissue
542,is cardiovascular present?,yes,vascular structures present
543,is subdiaphragmatic abscess present?,no,no
544,what is present?,vasculature,branching vascular tissue
545,is vasculature present?,yes,yes
546,is aorta present?,no,no
547,what is demonstrated by a lack of triphenyltetrazolium chloride staining in areas of necrosis?,acute myocardial infarct of the posterolateral left ventricle,mural thrombi
548,where is this?,vasculature,branching vascular structure
549,what is present?,cardiovascular,branching vascular tissue
550,what is present?,vasculature,branching vascular tissue
551,what does this image show?,ruptured saccular aneurysm right middle cerebral artery,tissue fragment
552,does this image show ruptured saccular aneurysm right middle cerebral artery?,yes,yes
553,does infant body show ruptured saccular aneurysm right middle cerebral artery?,no,ruptured saccular aneurysm
554,what is present?,cardiovascular,red tissue mass
555,is cardiovascular present?,yes,yes
556,is this section showing liver with tumor mass in hilar area tumor present?,no,liver with tumor mass in hilar area tumor present
557,what is present?,vasculature,red tissue mass
558,what reveals a predominantly perivascular cellular infiltrate that marks positively with anti-cd4 antibodies?,immunoperoxidase staining,lymphocytes
559,what is acute myocardial infarct of the posterolateral left ventricle demonstrate by?,a lack of triphenyltetrazolium chloride staining in areas of necrosis,dark red discoloration necrosis
560,is vasculature present?,yes,yes
561,is metastatic carcinoma prostate present?,no,no
562,where is this?,vasculature,urethra
563,what is present?,cardiovascular,red tissue mass
564,what is present?,vasculature,red tissue mass
565,what does this image show?,abdominal aorta,tissue section with yellow discoloration and areas of pink staining
566,"does this image show abdominal aorta, atherosclerosis and fusiform aneurysm?",yes,"abdominal aorta
atherosclerosis
fusiform aneurysm"
567,"does lateral view show abdominal aorta, atherosclerosis and fusiform aneurysm?",no,no
568,what is present?,cardiovascular,"tissue mass
yellowish discoloration
irregular surface
bleeding"
569,is cardiovascular present?,yes,no
570,how did acute myocardial infarct of the posterolateral left ventricle demonstrate?,by a lack of triphenyltetrazolium chloride staining in areas of necrosis,hypoxic zone with pale myocardium
571,is atherosclerosis present?,no,no
572,where is this?,aorta,esophagus
573,what is present?,cardiovascular,"tissue mass
yellowish discoloration
irregular surface
bleeding"
574,what does this image show?,saphenous vein graft anastamosis in aorta,brain tissue with ventricles and calcifications
575,does this image show saphenous vein graft anastamosis in aorta?,yes,no
576,does artery show saphenous vein graft anastamosis in aorta?,no,no
577,what is present?,cardiovascular,"irregular surface texture
multiple cavities
tissue discoloration"
