"ID","model_dir","question","correct_answer","model_output"
"387","checkpoint-10000","does this fixed tissue show ureteral stricture?","no","no"
"388","checkpoint-10000","what is present?","cardiovascular","cardiovascular"
"389","checkpoint-10000","does the necrosed area on right side of the field show a cystic space containing cell debris, while the surrounding zone shows granulation tissue and gliosis?","yes","yes"
"390","checkpoint-10000","what is seen in pemphigus vulgaris?","a typical blister","bullous lesions"
"391","checkpoint-10000","what does this image show?","sagittal section of atlas vertebra and occipital bone foramen magnum stenosis case 31","fixed tissue"
"392","checkpoint-10000","what is present?","cardiovascular","vasculature"
"393","checkpoint-10000","does yo show renal papillary necrosis, diabetes mellitus dm?","no","no"
"394","checkpoint-10000","does this image show colon biopsy, cryptosporidia?","yes","yes"
"395","checkpoint-10000","does this image show brain abscess?","yes","yes"
"396","checkpoint-10000","does this image show cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma?","yes","yes"
"397","checkpoint-10000","what does this image show?","heart","adrenal gland"
"398","checkpoint-10000","what is present?","esophagus","cardiovascular"
"399","checkpoint-10000","does this image show nice new bone formation tumor difficult to see?","yes","yes"
"400","checkpoint-10000","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"401","checkpoint-10000","is hematologic present?","yes","yes"
"402","checkpoint-10000","is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?","no","no"
"403","checkpoint-10000","is oral present?","yes","yes"
"404","checkpoint-10000","does this image show uterus, leiomyoma?","yes","yes"
"405","checkpoint-10000","is lower chest and abdomen anterior present?","no","no"
"406","checkpoint-10000","what does this image show?","kidney","kidney"
"407","checkpoint-10000","when does this image show a photo taken?","during life large lesion","after birth"
"408","checkpoint-10000","is hepatobiliary present?","yes","yes"
"409","checkpoint-10000","what is present?","lip","face"
"410","checkpoint-10000","what does this image show?","typical cells","brain"
"411","checkpoint-10000","is metastatic neuroblastoma present?","yes","no"
"412","checkpoint-10000","is oral present?","yes","yes"
"413","checkpoint-10000","what is present?","larynx","larynx"
"414","checkpoint-10000","does example show kidney transplant rejection?","no","no"
"415","checkpoint-10000","is alpha smooth muscle actin immunohistochemical present?","no","no"
"416","checkpoint-10000","what is present?","fracture","metastatic carcinoma"
"417","checkpoint-10000","does pituitary show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"418","checkpoint-10000","is subdiaphragmatic abscess present?","no","no"
"419","checkpoint-10000","is hematologic present?","yes","yes"
"420","checkpoint-10000","what does this image show?","spinal cord injury due to vertebral column trauma","brain"
"421","checkpoint-10000","is gastrointestinal present?","yes","yes"
"422","checkpoint-10000","is lymph node present?","yes","yes"
"423","checkpoint-10000","what does this image show?","lungs","lung"
"424","checkpoint-10000","is peritoneum present?","yes","no"
"425","checkpoint-10000","what does this image show?","chagas disease","kidney"
"426","checkpoint-10000","what is present?","cardiovascular","cardiovascular"
"427","checkpoint-10000","what is present?","vasculature","vasculature"
"428","checkpoint-10000","what is present?","bone, calvarium","cardiovascular"
"429","checkpoint-10000","what does this image show?","thromboembolus from leg veins in pulmonary artery","heart"
"430","checkpoint-10000","what is present?","liver","hepatobiliary"
"431","checkpoint-10000","is cardiovascular present?","yes","yes"
"432","checkpoint-10000","what is present?","hematologic","hematologic"
"433","checkpoint-10000","what is present?","hematologic","spleen"
"434","checkpoint-10000","is odontoid process subluxation with narrowing of foramen magnum present?","no","no"
"435","checkpoint-10000","how does the upper dermis show a band-like mononuclear infiltrate?","with a sharply-demarcated lower border","with peripheral neutrophils"
"436","checkpoint-10000","how is nodular parenchyma and dense intervening tumor tissue very?","good","good"
"437","checkpoint-10000","what shown very thin skull eggshell type?","fracture line","opened skull with obvious lesion"
"438","checkpoint-10000","does excellent example show osteoblastoma?","no","no"
"439","checkpoint-10000","does this image show uterus, fallopian tubes, ovaries ; normal?","yes","yes"
"440","checkpoint-10000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","coronary artery"
"441","checkpoint-10000","is adrenal present?","yes","yes"
"442","checkpoint-10000","is female reproductive present?","yes","yes"
"443","checkpoint-10000","what was reticulum cell sarcoma?","diagnosis","no"
"444","checkpoint-10000","is hand present?","yes","yes"
"445","checkpoint-10000","what is present?","hepatobiliary","hepatobiliary"
"446","checkpoint-10000","is hours present?","no","no"
"447","checkpoint-10000","is liver present?","yes","yes"
"448","checkpoint-10000","what does this image show?","lung","kidney"
"449","checkpoint-10000","is cardiovascular present?","yes","yes"
"450","checkpoint-10000","what is present?","hepatobiliary","hepatobiliary"
"451","checkpoint-10000","are normal non-activated platelet, having open canalicular system and the cytoplasmic organelles bizarre atypical squamous cells but the border between the epidermis and dermis is intact ie?","no","no"
"452","checkpoint-10000","what is present?","endocrine","endocrine"
"453","checkpoint-10000","do this stain?","no","no"
"454","checkpoint-10000","what is present?","liver","liver"
"455","checkpoint-10000","where is this?","oral","oral"
"456","checkpoint-10000","what is present?","cardiovascular","bone"
"457","checkpoint-10000","are the centres of whorls of smooth muscle and connective tissue formed again?","no","no"
"458","checkpoint-10000","what does this image show?","brain","brain"
"459","checkpoint-10000","what shows opened chest with two hearts?","chest and abdomen slide","opened abdominal cavity with two hearts"
"460","checkpoint-10000","is malignant thymoma present?","yes","yes"
"461","checkpoint-10000","does this image show brain, encephalomalacia?","yes","yes"
"462","checkpoint-10000","does lateral view show squamous cell carcinoma, lip?","no","no"
"463","checkpoint-10000","is hemorrhage associated with placental abruption present?","no","no"
"464","checkpoint-10000","what is present?","abdomen","female reproductive"
"465","checkpoint-10000","is this fixed tissue present?","no","no"
"466","checkpoint-10000","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"467","checkpoint-10000","is chromophobe adenoma present?","yes","yes"
"468","checkpoint-10000","does this image show body with extensive ecchymoses and desquamation?","yes","yes"
"469","checkpoint-10000","is nervous present?","yes","yes"
"470","checkpoint-10000","is no tissue recognizable as ovary present?","no","yes"
"471","checkpoint-10000","is subacute endocarditis intact?","no","no"
"472","checkpoint-10000","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","yes"
"473","checkpoint-10000","does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?","yes","yes"
"474","checkpoint-10000","what is present?","uterus","gastrointestinal"
"475","checkpoint-10000","what does this image show?","rabies","brain"
"476","checkpoint-10000","is this good yellow color slide present?","no","no"
"477","checkpoint-10000","does acute rheumatic mitral valvulitis result for the all shown in the figure?","no","no"
"478","checkpoint-10000","is abdomen present?","yes","yes"
"479","checkpoint-10000","is liver present?","yes","yes"
"480","checkpoint-10000","what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?","histopathologic features of condyloma acuminatum","the features of cervical dysplasia"
"481","checkpoint-10000","where does this belong to?","endocrine system","endocrine system"
"482","checkpoint-10000","what does this image show?","chronic osteomyelitis","x-ray"
"483","checkpoint-10000","is mesothelioma present?","no","no"
"484","checkpoint-10000","are various types of epithelial cells seen in normal pap smear?","yes","yes"
"485","checkpoint-10000","what is present?","sarcoidosis","gastrointestinal"
"486","checkpoint-10000","what does this image show?","lung","acid fast stain"
"487","checkpoint-10000","is thymus present?","no","no"
"488","checkpoint-10000","does this image show normal lung?","yes","yes"
"489","checkpoint-10000","does this image show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?","yes","yes"
"490","checkpoint-10000","is cardiovascular present?","yes","yes"
"491","checkpoint-10000","what is present?","metastatic carcinoma","endocrine"
"492","checkpoint-10000","does mycobacterium avium infection in a duodenal biopsy from a patient with aids show central granular caseation surrounded by epithelioid and multinucleate giant cells?","no","yes"
"493","checkpoint-10000","where is this?","skin","skin"
"494","checkpoint-10000","does the margin of the colony show bright fibres of silica?","no","yes"
"495","checkpoint-10000","is cardiovascular present?","yes","yes"
"496","checkpoint-10000","is rocky mountain present?","no","no"
"497","checkpoint-10000","what is present?","oral","oral"
"498","checkpoint-10000","is spleen present?","yes","yes"
"499","checkpoint-10000","what does this image show?","shows lesion quite well in opened larynx","colon"
