"ID","question","correct_answer","model_output"
"438","what is present?","cardiovascular","answer: glomeruli"
"439","what does this image show?","normal aortic valve","answer: fibrous dysplasia"
"440","does this image show normal aortic valve?","yes","answer: no"
"441","does macerated stillborn show normal aortic valve?","no","answer: no"
"442","what is present?","cardiovascular","answer: amyloidosis"
"443","is cardiovascular present?","yes","answer: yes"
"444","is peritoneum present?","no","answer: yes"
"445","where is this?","heart","answer: heart"
"446","what is present?","cardiovascular","answer: atherosclerosis"
"447","is numerous friable mural thrombi edematous and congested?","no","answer: yes"
"448","is the lumen occluded by thrombus containing a sterile abscess?","yes","answer: yes"
"449","what does this image show?","normal tricuspid valve","answer: myocardial infarction"
"450","does this image show normal tricuspid valve?","yes","answer: no"
"451","does myocardium show normal tricuspid valve?","no","answer: no"
"452","what is present?","cardiovascular","answer: thrombi"
"453","is cardiovascular present?","yes","answer: yes"
"454","is capillary present?","no","answer: yes"
"455","where is this?","heart","answer: heart"
"456","what is present?","cardiovascular","answer: heart valve thickening"
"457","does this image show normal cardiovascular?","yes","answer: no"
"458","does fat necrosis show normal cardiovascular?","no","answer: no"
"459","are large, flat cells with small nuclei occluded by thrombus containing a sterile abscess?","no","answer: yes"
"460","where is this?","heart","answer: gallbladder"
"461","what does this image show?","heart","answer: meningeal inflammation"
"462","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","answer: yes"
"463","does notochord show heart, myocardial infarction, surgery to repair interventricular septum rupture?","no","answer: yes"
"464","what is present?","cardiovascular","answer: tumor"
"465","is cardiovascular present?","yes","answer: yes"
"466","is polycystic disease present?","no","answer: no"
"467","where is this?","heart","answer: brain"
"468","what is present?","cardiovascular","answer: granuloma"
"469","what does this image show?","heart","answer: cavernous sinus"
"470","what is on the lower right in this apical four-chamber view of the heart?","left ventricle","answer: infarct"
"471","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","answer: yes"
"472","does beckwith-wiedemann syndrome show heart, myocardial infarction, surgery to repair interventricular septum rupture?","no","answer: yes"
"473","what is present?","cardiovascular","answer: brain abscess"
"474","is cardiovascular present?","yes","answer: yes"
"475","is carcinomatosis present?","no","answer: yes"
"476","where is this?","heart","answer: brain"
"477","what is present?","cardiovascular","answer: cranial metastasis"
"478","what does this image show?","heart","answer: thyroid"
"479","does this image show heart, myocardial infarction, surgery to repair interventricular septum rupture?","yes","answer: yes"
"480","does side show heart, myocardial infarction, surgery to repair interventricular septum rupture?","no","answer: yes"
"481","where is the left ventricle in this apical four-chamber view of the heart?","on the lower right","answer: left bottom"
"482","what is present?","cardiovascular","answer: spleen"
"483","is cardiovascular present?","yes","answer: yes"
"484","is myocardium present?","no","answer: yes"
"485","where is this?","heart","answer: thyroid"
"486","what is present?","cardiovascular","answer: thyroid"
"487","what does this image show?","pericarditis","answer: tumor"
"488","does this image show pericarditis, secondary to mediastanitis from pseudomonas and enterobacter 14 days post op?","yes","answer: yes"
"489","does atrophy show pericarditis, secondary to mediastanitis from pseudomonas and enterobacter 14 days post op?","no","answer: yes"
"490","what is present?","cardiovascular","answer: tumor"
"491","is cardiovascular present?","yes","answer: no"
"492","is the left ventricle on the lower right in this apical four-chamber view of the heart?","yes","answer: yes"
"493","is metastatic carcinoma present?","no","answer: yes"
"494","where is this?","heart","answer: gallbladder"
"495","what is present?","cardiovascular","answer: sarcoma"
"496","what does this image show?","prosthetic mitral valve","answer: cerebral amyloid angiopathy"
"497","does this image show prosthetic mitral valve, carpentier-edwards valve bovine pericardial bioprosthesis?","yes","answer: yes"
"498","does fibrinous peritonitis show prosthetic mitral valve, carpentier-edwards valve bovine pericardial bioprosthesis?","no","answer: yes"
"499","what is present?","cardiovascular","answer: aneurysm"
"500","is cardiovascular present?","yes","answer: yes"
"501","is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?","no","answer: yes"
"502","where is this?","heart","answer: cerebellum"
"503","is plaque rupture without on the lower right in this apical four-chamber view of the heart?","no","answer: yes"
"504","what is present?","cardiovascular","answer: cerebral amyloid angiopathy"
"505","what does this image show?","heart","answer: cardiac amyloidosis"
"506","does this image show heart?","yes","answer: yes"
"507","what is present?","cardiovascular","answer: myocardial necrosis"
"508","is cardiovascular present?","yes","answer: yes"
"509","is aorta present?","no","answer: yes"
"510","where is this?","heart","answer: heart"
"511","what is present?","cardiovascular","answer: myocardial hemorrhage"
"512","what does this image show?","atherosclerosis","answer: lymph node aggregates"
"513","does this image show atherosclerosis?","yes","answer: no"
"514","what is due to enzyme leakage after cell death?","the absence of staining","answer: liquefactive necrosis"
"515","does marfans syndrome show atherosclerosis?","no","answer: yes"
"516","what is present?","cardiovascular","answer: lymphadenopathy"
"517","is cardiovascular present?","yes","answer: no"
"518","is natural color present?","no","answer: no"
"519","what is present?","vasculature","answer: lymph nodes"
"520","is vasculature present?","yes","answer: yes"
"521","is beckwith-wiedemann syndrome present?","no","answer: yes"
"522","where is this?","vasculature","answer: lymph node"
"523","what left anterior descending coronary artery?","atherosclerosis","answer: stenosed"
"524","what is atherosclerosis left?","anterior descending coronary artery","answer: aortic valve"
"525","what is the absence of staining due to?","enzyme leakage after cell death","answer: hemorrhage"
"526","what is present?","cardiovascular","answer: lymphadenopathy"
"527","what is present?","vasculature","answer: lymph nodes"
"528","how is atherosclerosis left anterior descending artery?","coronary","answer: severe"
"529","what does this image show?","heart","answer: heart"
"530","does this image show heart, recent coronary artery bypass graft?","yes","answer: yes"
"531","does myocardium show heart, recent coronary artery bypass graft?","no","answer: yes"
"532","what is present?","cardiovascular","answer: heart"
"533","is cardiovascular present?","yes","answer: yes"
"534","is surface present?","no","answer: yes"
"535","where is this?","heart","answer: spleen"
"536","is the absence of staining due to enzyme leakage after cell death?","yes","answer: yes"
"537","what is present?","cardiovascular","answer: heart"
"538","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","answer: artery"
"539","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","answer: yes"
"540","does fibrinous peritonitis show ruptured saccular aneurysm right middle cerebral artery?","no","answer: yes"
"541","what is present?","cardiovascular","answer: pulmonary artery"
"542","is cardiovascular present?","yes","answer: yes"
"543","is subdiaphragmatic abscess present?","no","answer: yes"
"544","what is present?","vasculature","answer: cerebral vasculature"
"545","is vasculature present?","yes","answer: yes"
"546","is aorta present?","no","answer: yes"
"547","what is demonstrated by a lack of triphenyltetrazolium chloride staining in areas of necrosis?","acute myocardial infarct of the posterolateral left ventricle","answer: reduced reductase activity"
