ID,question,correct_answer,model_output
531,"does myocardium show heart, recent coronary artery bypass graft?",no,no
532,what is present?,cardiovascular,endocrine
533,is cardiovascular present?,yes,no
534,is surface present?,no,no
535,where is this?,heart,abdomen
536,is the absence of staining due to enzyme leakage after cell death?,yes,yes
537,what is present?,cardiovascular,endocrine
538,what does this image show?,ruptured saccular aneurysm right middle cerebral artery,hemorrhage in sinuses
539,does this image show ruptured saccular aneurysm right middle cerebral artery?,yes,yes
540,does fibrinous peritonitis show ruptured saccular aneurysm right middle cerebral artery?,no,no
541,what is present?,cardiovascular,joints
542,is cardiovascular present?,yes,yes
543,is subdiaphragmatic abscess present?,no,no
544,what is present?,vasculature,joints
545,is vasculature present?,yes,yes
546,is aorta present?,no,no
547,what is demonstrated by a lack of triphenyltetrazolium chloride staining in areas of necrosis?,acute myocardial infarct of the posterolateral left ventricle,the extent of the infarct
548,where is this?,vasculature,vasculature
549,what is present?,cardiovascular,joints
550,what is present?,vasculature,joints
551,what does this image show?,ruptured saccular aneurysm right middle cerebral artery,hematologic
552,does this image show ruptured saccular aneurysm right middle cerebral artery?,yes,yes
553,does infant body show ruptured saccular aneurysm right middle cerebral artery?,no,no
554,what is present?,cardiovascular,endocrine
555,is cardiovascular present?,yes,yes
556,is this section showing liver with tumor mass in hilar area tumor present?,no,no
557,what is present?,vasculature,endocrine
558,what reveals a predominantly perivascular cellular infiltrate that marks positively with anti-cd4 antibodies?,immunoperoxidase staining,immunohistochemical staining
559,what is acute myocardial infarct of the posterolateral left ventricle demonstrate by?,a lack of triphenyltetrazolium chloride staining in areas of necrosis,a large area of hemorrhage
560,is vasculature present?,yes,yes
561,is metastatic carcinoma prostate present?,no,no
562,where is this?,vasculature,oral
563,what is present?,cardiovascular,endocrine
564,what is present?,vasculature,endocrine
565,what does this image show?,abdominal aorta,lymph node
566,"does this image show abdominal aorta, atherosclerosis and fusiform aneurysm?",yes,yes
567,"does lateral view show abdominal aorta, atherosclerosis and fusiform aneurysm?",no,no
568,what is present?,cardiovascular,endocrine
569,is cardiovascular present?,yes,yes
570,how did acute myocardial infarct of the posterolateral left ventricle demonstrate?,by a lack of triphenyltetrazolium chloride staining in areas of necrosis,with a large area of necrosis
571,is atherosclerosis present?,no,yes
572,where is this?,aorta,larynx
573,what is present?,cardiovascular,endocrine
574,what does this image show?,saphenous vein graft anastamosis in aorta,heart
575,does this image show saphenous vein graft anastamosis in aorta?,yes,yes
576,does artery show saphenous vein graft anastamosis in aorta?,no,no
577,what is present?,cardiovascular,cardiovascular
578,is cardiovascular present?,yes,yes
579,where is this?,aorta,heart
580,what is present?,cardiovascular,cardiovascular
581,is acute myocardial infarct of the posterolateral left ventricle demonstrated by a lack of triphenyltetrazolium chloride staining in areas of necrosis?,yes,yes
582,what does this image show?,heart,heart
583,"does this image show heart, myocardial infarction free wall, 6 days old, in a patient with diabetes mellitus and hypertension?",yes,yes
584,what is present?,cardiovascular,cardiovascular
585,is cardiovascular present?,yes,yes
586,where is this?,heart,heart
587,what is present?,cardiovascular,cardiovascular
588,what does this image show?,heart,heart
589,"does this image show heart, myocardial infarction free wall, 6 days old, in a patient with diabetes mellitus and hypertension?",yes,yes
590,what is present?,cardiovascular,endocrine
591,is cardiovascular present?,yes,yes
592,is the moderate-power view of the plaque demonstrated by a lack of triphenyltetrazolium chloride staining in areas of necrosis?,no,no
593,where is this?,heart,heart
594,what is present?,cardiovascular,endocrine
595,what does this image show?,thromboembolus from leg veins in right ventricle and atrium,heart
596,does this image show thromboembolus from leg veins in right ventricle and atrium?,yes,yes
597,does amyloidosis show thromboembolus from leg veins in right ventricle and atrium?,no,no
598,what is present?,cardiovascular,cardiovascular
599,is cardiovascular present?,yes,yes
600,is cranial artery present?,no,no
601,what is present?,heart,cardiovascular
602,is heart present?,yes,yes
603,when is the absence of staining due to enzyme leakage?,after cell death,when the enzyme is leaked into the surrounding tissue
604,is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no,no
605,where is this?,heart,heart
606,what is present?,cardiovascular,cardiovascular
607,what is present?,heart,cardiovascular
608,what does this image show?,heart transplant,lung
609,"does this image show heart transplant, 2 years post surgery?",yes,yes
610,"does beckwith-wiedemann syndrome show heart transplant, 2 years post surgery?",no,no
611,what is present?,cardiovascular,respiratory
612,is cardiovascular present?,yes,yes
613,is spina bifida present?,no,no
614,what are separated by edema fluid?,necrotic cells,the layers of the skin
615,where is this?,heart,lung
616,what is present?,cardiovascular,respiratory
617,what does this image show?,heart,heart
618,"does this image show heart, coronary artery, atherosclerosis?",yes,yes
619,"does lesion of myocytolysis show heart, coronary artery, atherosclerosis?",no,no
620,what is present?,cardiovascular,cardiovascular
621,is cardiovascular present?,yes,yes
622,is adenocarcinoma present?,no,no
623,where is this?,heart,heart
624,what is present?,cardiovascular,cardiovascular
625,what are necrotic cells separated by?,edema fluid,a thin fibrous scar
626,what does this image show?,heart,heart
627,"does this image show heart, hemochromatosis?",yes,yes
628,"does vessel show heart, hemochromatosis?",no,no
629,what is present?,cardiovascular,cardiovascular
630,is cardiovascular present?,yes,yes
631,is artery present?,no,no
632,where is this?,heart,heart
633,what is present?,cardiovascular,cardiovascular
634,what does this image show?,heart,heart
635,"does this image show heart, acute myocardial infarction, anterior wall?",yes,yes
636,are necrotic cells separated by edema fluid?,yes,yes
637,"does omentum show heart, acute myocardial infarction, anterior wall?",no,no
638,what is present?,cardiovascular,cardiovascular
639,is cardiovascular present?,yes,yes
640,is very good example present?,no,no
641,where is this?,heart,heart
642,what is present?,cardiovascular,cardiovascular
643,what does this image show?,heart,heart
644,"does this image show heart, myocardial infarction, wavey fiber change, necrtosis, hemorrhage, and dissection?",yes,yes
645,"does pus in test tube show heart, myocardial infarction, wavey fiber change, necrtosis, hemorrhage, and dissection?",no,no
646,what is present?,cardiovascular,cardiovascular
647,are normal media for comparison separated by edema fluid?,no,yes
648,is cardiovascular present?,yes,yes
649,is subdiaphragmatic abscess present?,no,no
650,where is this from?,heart,heart
651,what is present?,cardiovascular,cardiovascular
652,what does this image show?,ruptured saccular aneurysm right middle cerebral artery,brain
653,does this image show ruptured saccular aneurysm right middle cerebral artery?,yes,yes
654,does granulomata slide show ruptured saccular aneurysm right middle cerebral artery?,no,no
655,what is present?,cardiovascular,nervous
656,is cardiovascular present?,yes,no
657,is capillary present?,no,no
658,what are seen microscopically?,hemorrhage and contraction bands,inflammatory cells
659,what is present?,vasculature,nervous
660,is vasculature present?,yes,yes
661,is infant body present?,no,no
662,where is this in?,in vasculature,in the neck
663,what is present?,cardiovascular,nervous
664,what is present?,vasculature,nervous
665,what does this image show?,saphenous vein graft sclerosis,vasculitis
666,does this image show saphenous vein graft sclerosis?,yes,yes
667,does chronic ischemia show saphenous vein graft sclerosis?,no,no
668,what is present?,cardiovascular,vasculature
669,what does immunoperoxidase staining reveal that marks positively with anti-cd4 antibodies?,a predominantly perivascular cellular infiltrate,the presence of t cells
670,"are hemorrhage and contraction bands, visible as prominent hypereosinophilic cross-striations spanning myofibers, seen microscopically?",yes,yes
671,is cardiovascular present?,yes,yes
672,is this typical lesion present?,no,no
673,what is present?,vasculature,vasculature
674,is vasculature present?,yes,yes
675,is spina bifida present?,no,no
676,where is this in?,in vasculature,in heart
677,what is present?,cardiovascular,vasculature
678,what is present?,vasculature,vasculature
679,what does this image show?,saphenous vein graft sclerosis,skin
680,does this image show saphenous vein graft sclerosis?,yes,yes
681,are laceration of the scalp seen microscopically?,no,yes
682,does granulomata slide show saphenous vein graft sclerosis?,no,no
683,what is present?,cardiovascular,vasculature
