"ID","model","question","correct_answer","model_output"
"374","checkpoint-1000","what is present?","breast","lymphocytes"
"375","checkpoint-1000","what is cut surface with multiple small infiltrates that simulate granulomata diagnosed?","as reticulum cell sarcoma","granuloma inguinale"
"376","checkpoint-1000","what does this image show?","spleen","hepatitis"
"377","checkpoint-1000","is a mallory-denk body hemorrhagic?","no","no"
"378","checkpoint-1000","what is present?","acute myelogenous leukemia","lymphocytes"
"379","checkpoint-1000","where is this?","urinary","pancreas"
"380","checkpoint-1000","what is present?","endocrine","tumor"
"381","checkpoint-1000","what does the skin surface on the sole of the foot show?","a fungating and ulcerated growth","hyperkeratosis"
"382","checkpoint-1000","does this image show ductopenia?","yes","yes"
"383","checkpoint-1000","are normal media for comparison separated by edema fluid?","no","yes"
"384","checkpoint-1000","what is present?","odontoid process subluxation with narrowing of foramen magnum","cardiomyopathy"
"385","checkpoint-1000","what is present?","basilar skull fracture","tumor"
"386","checkpoint-1000","does this image show gout?","yes","no"
"387","checkpoint-1000","does this fixed tissue show ureteral stricture?","no","yes"
"388","checkpoint-1000","what is present?","cardiovascular","lymphocytic infiltrate"
"389","checkpoint-1000","does the necrosed area on right side of the field show a cystic space containing cell debris, while the surrounding zone shows granulation tissue and gliosis?","yes","yes"
"390","checkpoint-1000","what is seen in pemphigus vulgaris?","a typical blister","epidermolysis with intraepithelial bullae"
"391","checkpoint-1000","what does this image show?","sagittal section of atlas vertebra and occipital bone foramen magnum stenosis case 31","osteomyelitis"
"392","checkpoint-1000","what is present?","cardiovascular","lymphoid nodular hyperplasia"
"393","checkpoint-1000","does yo show renal papillary necrosis, diabetes mellitus dm?","no","yes yes"
"394","checkpoint-1000","does this image show colon biopsy, cryptosporidia?","yes","yes"
"395","checkpoint-1000","does this image show brain abscess?","yes","yes"
"396","checkpoint-1000","does this image show cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma?","yes","yes"
"397","checkpoint-1000","what does this image show?","heart","cystic fibrosis"
"398","checkpoint-1000","what is present?","esophagus","lymphocytes"
"399","checkpoint-1000","does this image show nice new bone formation tumor difficult to see?","yes","yes"
"400","checkpoint-1000","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"401","checkpoint-1000","is hematologic present?","yes","yes"
"402","checkpoint-1000","is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?","no","no"
"403","checkpoint-1000","is oral present?","yes","yes"
"404","checkpoint-1000","does this image show uterus, leiomyoma?","yes","yes"
"405","checkpoint-1000","is lower chest and abdomen anterior present?","no","yes"
"406","checkpoint-1000","what does this image show?","kidney","tumor"
"407","checkpoint-1000","when does this image show a photo taken?","during life large lesion","10 days after birth"
"408","checkpoint-1000","is hepatobiliary present?","yes","yes"
"409","checkpoint-1000","what is present?","lip","granuloma"
"410","checkpoint-1000","what does this image show?","typical cells","lymphocytes"
"411","checkpoint-1000","is metastatic neuroblastoma present?","yes","yes"
"412","checkpoint-1000","is oral present?","yes","yes"
"413","checkpoint-1000","what is present?","larynx","tumor"
"414","checkpoint-1000","does example show kidney transplant rejection?","no","yes"
"415","checkpoint-1000","is alpha smooth muscle actin immunohistochemical present?","no","yes"
"416","checkpoint-1000","what is present?","fracture","lymphoid nodules"
"417","checkpoint-1000","does pituitary show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","yes"
"418","checkpoint-1000","is subdiaphragmatic abscess present?","no","yes"
"419","checkpoint-1000","is hematologic present?","yes","yes"
"420","checkpoint-1000","what does this image show?","spinal cord injury due to vertebral column trauma","lymphocytic vasculitis"
"421","checkpoint-1000","is gastrointestinal present?","yes","yes"
"422","checkpoint-1000","is lymph node present?","yes","no"
"423","checkpoint-1000","what does this image show?","lungs","cystic fibrosis"
"424","checkpoint-1000","is peritoneum present?","yes","no"
"425","checkpoint-1000","what does this image show?","chagas disease","pancreatic ductular adenocarcinoma"
"426","checkpoint-1000","what is present?","cardiovascular","cardiomyopathy"
"427","checkpoint-1000","what is present?","vasculature","lymphoid nodular hyperplasia"
"428","checkpoint-1000","what is present?","bone, calvarium","tumor"
"429","checkpoint-1000","what does this image show?","thromboembolus from leg veins in pulmonary artery","lymphocytic vasculitis"
"430","checkpoint-1000","what is present?","liver","lymphocytic infiltrate"
"431","checkpoint-1000","is cardiovascular present?","yes","yes"
"432","checkpoint-1000","what is present?","hematologic","tumor"
"433","checkpoint-1000","what is present?","hematologic","tumor"
"434","checkpoint-1000","is odontoid process subluxation with narrowing of foramen magnum present?","no","yes"
"435","checkpoint-1000","how does the upper dermis show a band-like mononuclear infiltrate?","with a sharply-demarcated lower border","lymphocytic"
"436","checkpoint-1000","how is nodular parenchyma and dense intervening tumor tissue very?","good","tumor tissue is very nodular parenchyma"
"437","checkpoint-1000","what shown very thin skull eggshell type?","fracture line","bone marrow"
"438","checkpoint-1000","does excellent example show osteoblastoma?","no","yes"
"439","checkpoint-1000","does this image show uterus, fallopian tubes, ovaries ; normal?","yes","yes"
"440","checkpoint-1000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","tuberculosis of the lung"
"441","checkpoint-1000","is adrenal present?","yes","yes"
"442","checkpoint-1000","is female reproductive present?","yes","yes"
"443","checkpoint-1000","what was reticulum cell sarcoma?","diagnosis","lymphoma"
"444","checkpoint-1000","is hand present?","yes","yes"
"445","checkpoint-1000","what is present?","hepatobiliary","granuloma"
"446","checkpoint-1000","is hours present?","no","yes"
"447","checkpoint-1000","is liver present?","yes","yes"
"448","checkpoint-1000","what does this image show?","lung","lymphocytic infiltrate"
"449","checkpoint-1000","is cardiovascular present?","yes","yes"
"450","checkpoint-1000","what is present?","hepatobiliary","lymphocytes"
"451","checkpoint-1000","are normal non-activated platelet, having open canalicular system and the cytoplasmic organelles bizarre atypical squamous cells but the border between the epidermis and dermis is intact ie?","no","psoriasis"
"452","checkpoint-1000","what is present?","endocrine","lymphadenopathy"
"453","checkpoint-1000","do this stain?","no","yes"
"454","checkpoint-1000","what is present?","liver","lymphocytes"
"455","checkpoint-1000","where is this?","oral","lung"
"456","checkpoint-1000","what is present?","cardiovascular","bone marrow"
"457","checkpoint-1000","are the centres of whorls of smooth muscle and connective tissue formed again?","no","yes"
"458","checkpoint-1000","what does this image show?","brain","cerebral cortex"
"459","checkpoint-1000","what shows opened chest with two hearts?","chest and abdomen slide","cardiopulmonary bypass"
"460","checkpoint-1000","is malignant thymoma present?","yes","yes"
"461","checkpoint-1000","does this image show brain, encephalomalacia?","yes","yes"
"462","checkpoint-1000","does lateral view show squamous cell carcinoma, lip?","no","yes"
"463","checkpoint-1000","is hemorrhage associated with placental abruption present?","no","no"
"464","checkpoint-1000","what is present?","abdomen","tumor"
"465","checkpoint-1000","is this fixed tissue present?","no","yes"
"466","checkpoint-1000","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","yes"
"467","checkpoint-1000","is chromophobe adenoma present?","yes","no"
"468","checkpoint-1000","does this image show body with extensive ecchymoses and desquamation?","yes","yes"
"469","checkpoint-1000","is nervous present?","yes","yes"
"470","checkpoint-1000","is no tissue recognizable as ovary present?","no","yes"
"471","checkpoint-1000","is subacute endocarditis intact?","no","yes"
"472","checkpoint-1000","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","yes"
"473","checkpoint-1000","does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?","yes","yes"
"474","checkpoint-1000","what is present?","uterus","lymphoid nodular hyperplasia"
"475","checkpoint-1000","what does this image show?","rabies","pancreatic ductular adenocarcinoma"
"476","checkpoint-1000","is this good yellow color slide present?","no","no"
"477","checkpoint-1000","does acute rheumatic mitral valvulitis result for the all shown in the figure?","no","yes"
"478","checkpoint-1000","is abdomen present?","yes","yes"
"479","checkpoint-1000","is liver present?","yes","yes"
"480","checkpoint-1000","what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?","histopathologic features of condyloma acuminatum","squamous cell carcinoma"
"481","checkpoint-1000","where does this belong to?","endocrine system","pancreas"
"482","checkpoint-1000","what does this image show?","chronic osteomyelitis","pulmonary edema"
"483","checkpoint-1000","is mesothelioma present?","no","yes"
"484","checkpoint-1000","are various types of epithelial cells seen in normal pap smear?","yes","yes"
"485","checkpoint-1000","what is present?","sarcoidosis","lymphocytes"
"486","checkpoint-1000","what does this image show?","lung","myeloid metaplasia"
"487","checkpoint-1000","is thymus present?","no","no"
"488","checkpoint-1000","does this image show normal lung?","yes","no"
"489","checkpoint-1000","does this image show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?","yes","yes"
"490","checkpoint-1000","is cardiovascular present?","yes","yes"
"491","checkpoint-1000","what is present?","metastatic carcinoma","tumor"
"492","checkpoint-1000","does mycobacterium avium infection in a duodenal biopsy from a patient with aids show central granular caseation surrounded by epithelioid and multinucleate giant cells?","no","yes"
"493","checkpoint-1000","where is this?","skin","genitalia"
"494","checkpoint-1000","does the margin of the colony show bright fibres of silica?","no","yes"
