"ID","model","question","correct_answer","model_output"
"383","checkpoint-10000","are normal media for comparison separated by edema fluid?","no","yes"
"384","checkpoint-10000","what is present?","odontoid process subluxation with narrowing of foramen magnum","cardiovascular"
"385","checkpoint-10000","what is present?","basilar skull fracture","cardiovascular"
"386","checkpoint-10000","does this image show gout?","yes","no"
"387","checkpoint-10000","does this fixed tissue show ureteral stricture?","no","yes"
"388","checkpoint-10000","what is present?","cardiovascular","gastrointestinal"
"389","checkpoint-10000","does the necrosed area on right side of the field show a cystic space containing cell debris, while the surrounding zone shows granulation tissue and gliosis?","yes","yes"
"390","checkpoint-10000","what is seen in pemphigus vulgaris?","a typical blister","a large ulcer with a yellowish crust"
"391","checkpoint-10000","what does this image show?","sagittal section of atlas vertebra and occipital bone foramen magnum stenosis case 31","bone"
"392","checkpoint-10000","what is present?","cardiovascular","gastrointestinal"
"393","checkpoint-10000","does yo show renal papillary necrosis, diabetes mellitus dm?","no","no"
"394","checkpoint-10000","does this image show colon biopsy, cryptosporidia?","yes","yes"
"395","checkpoint-10000","does this image show brain abscess?","yes","yes"
"396","checkpoint-10000","does this image show cut surface with multiple small infiltrates that simulate granulomata diagnosed as reticulum cell sarcoma?","yes","no"
"397","checkpoint-10000","what does this image show?","heart","brain"
"398","checkpoint-10000","what is present?","esophagus","gastrointestinal"
"399","checkpoint-10000","does this image show nice new bone formation tumor difficult to see?","yes","no"
"400","checkpoint-10000","does this image show lung, hemorrhagic bronchopneumonia, wilson 's disease?","yes","yes"
"401","checkpoint-10000","is hematologic present?","yes","no"
"402","checkpoint-10000","is slices of liver and spleen typical tuberculous exudate is present on capsule of liver and spleen present?","no","no"
"403","checkpoint-10000","is oral present?","yes","no"
"404","checkpoint-10000","does this image show uterus, leiomyoma?","yes","yes"
"405","checkpoint-10000","is lower chest and abdomen anterior present?","no","yes"
"406","checkpoint-10000","what does this image show?","kidney","coronary artery disease"
"407","checkpoint-10000","when does this image show a photo taken?","during life large lesion","of a child with a severe burn injury of the face"
"408","checkpoint-10000","is hepatobiliary present?","yes","no"
"409","checkpoint-10000","what is present?","lip","skin"
"410","checkpoint-10000","what does this image show?","typical cells","brain"
"411","checkpoint-10000","is metastatic neuroblastoma present?","yes","yes"
"412","checkpoint-10000","is oral present?","yes","yes"
"413","checkpoint-10000","what is present?","larynx","gastrointestinal"
"414","checkpoint-10000","does example show kidney transplant rejection?","no","yes"
"415","checkpoint-10000","is alpha smooth muscle actin immunohistochemical present?","no","no"
"416","checkpoint-10000","what is present?","fracture","cardiovascular"
"417","checkpoint-10000","does pituitary show adrenal gland, severe hemorrhage waterhouse-friderichsen syndrome?","no","no"
"418","checkpoint-10000","is subdiaphragmatic abscess present?","no","no"
"419","checkpoint-10000","is hematologic present?","yes","yes"
"420","checkpoint-10000","what does this image show?","spinal cord injury due to vertebral column trauma","pancreas"
"421","checkpoint-10000","is gastrointestinal present?","yes","yes"
"422","checkpoint-10000","is lymph node present?","yes","yes"
"423","checkpoint-10000","what does this image show?","lungs","oral"
"424","checkpoint-10000","is peritoneum present?","yes","no"
"425","checkpoint-10000","what does this image show?","chagas disease","renal cortex"
"426","checkpoint-10000","what is present?","cardiovascular","cardiovascular"
"427","checkpoint-10000","what is present?","vasculature","gastrointestinal"
"428","checkpoint-10000","what is present?","bone, calvarium","cardiovascular"
"429","checkpoint-10000","what does this image show?","thromboembolus from leg veins in pulmonary artery","coronary artery"
"430","checkpoint-10000","what is present?","liver","gastrointestinal"
"431","checkpoint-10000","is cardiovascular present?","yes","yes"
"432","checkpoint-10000","what is present?","hematologic","gastrointestinal"
"433","checkpoint-10000","what is present?","hematologic","cardiovascular"
"434","checkpoint-10000","is odontoid process subluxation with narrowing of foramen magnum present?","no","no"
"435","checkpoint-10000","how does the upper dermis show a band-like mononuclear infiltrate?","with a sharply-demarcated lower border","the infiltrate is composed of lymphocytes, plasma cells, histiocytes, and eosinophils"
"436","checkpoint-10000","how is nodular parenchyma and dense intervening tumor tissue very?","good","very"
"437","checkpoint-10000","what shown very thin skull eggshell type?","fracture line","bone"
"438","checkpoint-10000","does excellent example show osteoblastoma?","no","no"
"439","checkpoint-10000","does this image show uterus, fallopian tubes, ovaries ; normal?","yes","yes"
"440","checkpoint-10000","what does this image show?","ruptured saccular aneurysm right middle cerebral artery","lung"
"441","checkpoint-10000","is adrenal present?","yes","yes"
"442","checkpoint-10000","is female reproductive present?","yes","yes"
"443","checkpoint-10000","what was reticulum cell sarcoma?","diagnosis","of the stomach"
"444","checkpoint-10000","is hand present?","yes","yes"
"445","checkpoint-10000","what is present?","hepatobiliary","gastrointestinal"
"446","checkpoint-10000","is hours present?","no","yes"
"447","checkpoint-10000","is liver present?","yes","yes"
"448","checkpoint-10000","what does this image show?","lung","lung"
"449","checkpoint-10000","is cardiovascular present?","yes","yes"
"450","checkpoint-10000","what is present?","hepatobiliary","gastrointestinal"
"451","checkpoint-10000","are normal non-activated platelet, having open canalicular system and the cytoplasmic organelles bizarre atypical squamous cells but the border between the epidermis and dermis is intact ie?","no","no"
"452","checkpoint-10000","what is present?","endocrine","gastrointestinal"
"453","checkpoint-10000","do this stain?","no","yes"
"454","checkpoint-10000","what is present?","liver","gastrointestinal"
"455","checkpoint-10000","where is this?","oral","gastrointestinal"
"456","checkpoint-10000","what is present?","cardiovascular","nose"
"457","checkpoint-10000","are the centres of whorls of smooth muscle and connective tissue formed again?","no","no"
"458","checkpoint-10000","what does this image show?","brain","brain"
"459","checkpoint-10000","what shows opened chest with two hearts?","chest and abdomen slide","medical image of a woman with a double aorta"
"460","checkpoint-10000","is malignant thymoma present?","yes","no"
"461","checkpoint-10000","does this image show brain, encephalomalacia?","yes","yes"
"462","checkpoint-10000","does lateral view show squamous cell carcinoma, lip?","no","no"
"463","checkpoint-10000","is hemorrhage associated with placental abruption present?","no","no"
"464","checkpoint-10000","what is present?","abdomen","gastrointestinal"
"465","checkpoint-10000","is this fixed tissue present?","no","yes"
"466","checkpoint-10000","does this image show ruptured saccular aneurysm right middle cerebral artery?","yes","no"
"467","checkpoint-10000","is chromophobe adenoma present?","yes","no"
"468","checkpoint-10000","does this image show body with extensive ecchymoses and desquamation?","yes","yes"
"469","checkpoint-10000","is nervous present?","yes","yes"
"470","checkpoint-10000","is no tissue recognizable as ovary present?","no","no"
"471","checkpoint-10000","is subacute endocarditis intact?","no","no"
"472","checkpoint-10000","is the photomicrograph on right epidermoid carcinoma showing the pattern of a moderatelydifferentiated non-keratinising large cell carcinoma?","no","no"
"473","checkpoint-10000","does this image show cut surface showing very thickened capsule with focal calcification very good close-up photo?","yes","yes"
"474","checkpoint-10000","what is present?","uterus","gastrointestinal"
"475","checkpoint-10000","what does this image show?","rabies","renal cortex"
"476","checkpoint-10000","is this good yellow color slide present?","no","no"
"477","checkpoint-10000","does acute rheumatic mitral valvulitis result for the all shown in the figure?","no","no"
"478","checkpoint-10000","is abdomen present?","yes","no"
"479","checkpoint-10000","is liver present?","yes","yes"
"480","checkpoint-10000","what include acanthosis, hyperkeratosis, and cytoplasmic vacuolization (koilocytosis, center)?","histopathologic features of condyloma acuminatum","epithelial cells"
"481","checkpoint-10000","where does this belong to?","endocrine system","gastrointestinal"
"482","checkpoint-10000","what does this image show?","chronic osteomyelitis","chest"
"483","checkpoint-10000","is mesothelioma present?","no","no"
"484","checkpoint-10000","are various types of epithelial cells seen in normal pap smear?","yes","yes"
"485","checkpoint-10000","what is present?","sarcoidosis","hematologic"
"486","checkpoint-10000","what does this image show?","lung","bone marrow biopsy"
"487","checkpoint-10000","is thymus present?","no","no"
"488","checkpoint-10000","does this image show normal lung?","yes","no"
"489","checkpoint-10000","does this image show liver, macronodular cirrhosis, hcv - transjugular intrahepatic portocaval shunt tips?","yes","yes"
"490","checkpoint-10000","is cardiovascular present?","yes","yes"
"491","checkpoint-10000","what is present?","metastatic carcinoma","gastrointestinal"
"492","checkpoint-10000","does mycobacterium avium infection in a duodenal biopsy from a patient with aids show central granular caseation surrounded by epithelioid and multinucleate giant cells?","no","no"
